ID,Gender,Age,Occupation,Zip,reviews,min_rating,avr_rating,max_rating
4686,M,18-24,academic/educator,50201,91,1,4.362637362637362,5
4687,M,35-44,sales/marketing,01746,116,1,4.25,5
4688,M,25-34,homemaker,44310,132,1,3.75,5
4689,M,18-24,programmer,02215,72,1,3.9027777777777777,5
4690,F,Under 18,K-12 student,79605,74,1,3.810810810810811,5
4691,F,45-49,technician/engineer,55419,76,1,3.4078947368421053,5
4692,F,25-34,executive/managerial,78703,33,1,3.515151515151515,5
4693,M,18-24,academic/educator,60626,49,1,3.979591836734694,5
4694,M,56+,executive/managerial,40505,70,2,4.171428571428572,5
4695,M,18-24,tradesman/craftsman,56002,30,1,3.1666666666666665,5
4696,M,18-24,programmer,10027,27,1,3.8518518518518516,5
4697,M,18-24,K-12 student,79605,148,1,4.20945945945946,5
4698,F,25-34,doctor/health care,55417,27,1,3.7037037037037037,5
4699,F,18-24,other,91765,169,1,3.21301775147929,5
4700,F,18-24,college/grad student,48109,162,1,3.3209876543209877,5
4701,M,45-49,technician/engineer,18036,63,1,4.380952380952381,5
4702,M,25-34,lawyer,13031,44,3,4.068181818181818,5
4703,M,25-34,executive/managerial,02035,23,1,3.6956521739130435,5
4704,M,18-24,writer,02601,328,1,2.3780487804878048,5
4705,F,18-24,other,75115,224,1,3.9776785714285716,5
4706,M,25-34,sales/marketing,68502,108,1,3.4074074074074074,5
4707,M,Under 18,other,92804,41,1,3.292682926829268,5
4708,M,25-34,other,60647,406,1,3.8448275862068964,5
4709,M,45-49,other,06804,56,1,3.607142857142857,5
4710,F,35-44,self-employed,24450,35,1,3.9714285714285715,5
4711,M,25-34,technician/engineer,32250,124,1,3.7983870967741935,5
4712,M,35-44,technician/engineer,03824,37,1,2.945945945945946,4
4713,M,25-34,technician/engineer,90245,66,1,3.303030303030303,5
4714,M,50-55,academic/educator,55405,62,1,3.6774193548387095,5
4715,M,25-34,artist,97205,509,1,3.6286836935166993,5
4716,F,25-34,self-employed,02465,68,3,4.264705882352941,5
4717,M,45-49,technician/engineer,48310,81,3,3.9876543209876543,5
4718,M,35-44,executive/managerial,03885,138,1,4.065217391304348,5
4719,F,35-44,homemaker,02816,32,2,4.25,5
4720,M,25-34,artist,90035,47,1,4.191489361702128,5
4721,M,35-44,lawyer,95405,71,1,4.014084507042254,5
4722,M,35-44,programmer,55122,31,2,3.870967741935484,5
4723,M,35-44,executive/managerial,90014-1718,33,1,4.2727272727272725,5
4724,F,56+,doctor/health care,01852,33,2,4.121212121212121,5
4725,M,35-44,customer service,96707-1321,1006,1,3.158051689860835,5
4726,F,35-44,self-employed,95828,283,1,3.628975265017668,5
4727,F,56+,other,98801,55,2,3.7818181818181817,5
4728,M,25-34,unemployed,31401,698,1,3.489971346704871,5
4729,M,50-55,self-employed,55347,235,1,3.8170212765957445,5
4730,M,50-55,lawyer,04102,27,2,3.888888888888889,5
4731,M,25-34,technician/engineer,98033,55,2,4.054545454545455,5
4732,M,25-34,sales/marketing,24450,685,1,3.6963503649635037,5
4733,M,18-24,tradesman/craftsman,52301,104,1,3.8846153846153846,5
4734,M,50-55,academic/educator,93105,171,1,4.093567251461988,5
4735,M,45-49,clerical/admin,50312,106,2,4.0,5
4736,M,18-24,writer,91505,318,1,3.3270440251572326,5
4737,M,35-44,self-employed,19003,109,1,4.293577981651376,5
4738,M,56+,academic/educator,23608,195,1,3.533333333333333,5
4739,M,25-34,clerical/admin,32580,107,1,3.8411214953271027,5
4740,F,25-34,clerical/admin,38134,51,2,3.980392156862745,5
4741,M,35-44,executive/managerial,15203,22,3,4.409090909090909,5
4742,M,25-34,clerical/admin,94118,249,1,3.4016064257028114,5
4743,M,56+,retired,63122,30,2,4.1,5
4744,M,50-55,scientist,12740,66,1,4.075757575757576,5
4745,F,18-24,college/grad student,06268,103,1,3.8737864077669903,5
4746,M,50-55,academic/educator,19087-3622,96,1,3.53125,5
4747,M,18-24,college/grad student,26201,240,1,3.466666666666667,5
4748,M,45-49,self-employed,60302,363,2,4.21763085399449,5
4749,M,45-49,other,23462,20,2,3.65,5
4750,F,25-34,other,91107,254,1,4.015748031496063,5
4751,M,50-55,scientist,02474,29,1,4.0,5
4752,F,18-24,college/grad student,94121,24,2,4.166666666666667,5
4753,M,56+,academic/educator,03825,63,1,3.5714285714285716,5
4754,F,18-24,other,91107,248,1,3.6693548387096775,5
4755,F,56+,executive/managerial,93060,25,4,4.76,5
4756,M,56+,self-employed,55901,27,2,3.7037037037037037,5
4757,M,35-44,technician/engineer,23451,97,1,4.154639175257732,5
4758,F,56+,retired,03261,25,1,3.76,5
4759,F,50-55,other,04259,49,1,3.877551020408163,5
4760,M,35-44,technician/engineer,06110,57,2,3.754385964912281,5
4761,M,18-24,scientist,21042,39,1,3.4871794871794872,5
4762,F,25-34,sales/marketing,94110,73,1,4.068493150684931,5
4763,M,56+,lawyer,04259,57,1,3.9473684210526314,5
4764,M,Under 18,K-12 student,03608,40,1,4.125,5
4765,F,35-44,self-employed,03301,267,1,4.052434456928839,5
4766,M,35-44,self-employed,10014,42,1,3.5476190476190474,5
4767,F,35-44,homemaker,03769,47,1,3.6382978723404253,5
4768,M,25-34,college/grad student,22030,72,1,4.166666666666667,5
4769,M,25-34,academic/educator,02571,65,1,3.353846153846154,5
4770,F,35-44,executive/managerial,10012,33,1,3.6666666666666665,5
4771,F,25-34,college/grad student,04101,513,1,3.7582846003898633,5
4772,M,56+,technician/engineer,03801,100,1,4.12,5
4773,M,45-49,academic/educator,22314,103,3,4.145631067961165,5
4774,M,45-49,sales/marketing,07458,194,1,4.283505154639175,5
4775,M,25-34,technician/engineer,23462,20,1,3.4,5
4776,F,25-34,clerical/admin,46227,25,1,4.4,5
4777,M,25-34,artist,46142,37,2,3.972972972972973,5
4778,M,25-34,other,46227,36,1,4.25,5
4779,M,45-49,clerical/admin,04011,213,2,4.197183098591549,5
4780,M,25-34,programmer,94114,110,1,4.1909090909090905,5
4781,F,50-55,doctor/health care,04086,43,1,3.9767441860465116,5
4782,M,45-49,academic/educator,78212,117,1,3.700854700854701,5
4783,M,25-34,other,60618,55,1,3.709090909090909,5
4784,F,35-44,doctor/health care,48105,409,2,4.034229828850855,5
4785,F,25-34,sales/marketing,55104,271,1,4.018450184501845,5
4786,M,45-49,doctor/health care,22630,390,1,3.8,5
4787,M,Under 18,lawyer,94610,30,1,3.066666666666667,5
4788,M,35-44,executive/managerial,85331,303,1,3.363036303630363,5
4789,M,35-44,artist,55104,270,1,3.4814814814814814,5
4790,F,25-34,artist,94133,378,1,3.394179894179894,5
4791,M,18-24,college/grad student,55116,250,1,3.176,5
4792,F,50-55,executive/managerial,94123,25,2,3.8,5
4793,F,25-34,doctor/health care,48108,173,1,3.1560693641618496,5
4794,F,35-44,other,46142,102,1,4.294117647058823,5
4795,M,45-49,self-employed,10962,116,2,4.068965517241379,5
4796,M,35-44,executive/managerial,98103,341,1,3.6099706744868034,5
4797,F,35-44,technician/engineer,84067,57,1,4.017543859649122,5
4798,M,25-34,academic/educator,19335,119,1,3.411764705882353,5
4799,F,18-24,college/grad student,02809,58,2,3.7413793103448274,5
4800,M,18-24,college/grad student,80521,253,1,3.2766798418972334,5
4801,M,25-34,college/grad student,30349,196,1,4.73469387755102,5
4802,M,56+,academic/educator,40601,640,1,4.0703125,5
4803,F,25-34,self-employed,45750,37,1,3.7837837837837838,5
4804,F,35-44,academic/educator,44107,47,1,2.4680851063829787,5
4805,M,35-44,academic/educator,45750,35,1,3.7142857142857144,5
4806,M,25-34,technician/engineer,90031,159,2,3.9748427672955975,5
4807,M,Under 18,artist,04101,92,1,3.619565217391304,5
4808,M,35-44,other,96707-1321,939,1,3.2747603833865813,5
4809,F,50-55,college/grad student,20902,178,1,4.01685393258427,5
4810,M,18-24,programmer,80526,197,1,3.1522842639593907,5
4811,M,35-44,academic/educator,01773,42,1,4.119047619047619,5
4812,M,18-24,sales/marketing,25301,127,1,3.2598425196850394,5
4813,F,35-44,homemaker,46077,104,2,4.1826923076923075,5
4814,M,18-24,sales/marketing,80526,165,1,3.4545454545454546,5
4815,F,50-55,tradesman/craftsman,04849,222,1,4.405405405405405,5
4816,F,45-49,doctor/health care,04240,372,1,4.223118279569892,5
4817,M,25-34,academic/educator,20912,92,2,4.380434782608695,5
4818,F,25-34,technician/engineer,91007,50,2,3.96,5
4819,M,35-44,tradesman/craftsman,17350,546,1,3.793040293040293,5
4820,M,50-55,lawyer,04210,36,1,3.4444444444444446,5
4821,M,18-24,unemployed,75080,234,1,3.4401709401709404,5
4822,F,35-44,other,01545,28,1,3.392857142857143,5
4823,M,18-24,college/grad student,46219,470,1,3.3382978723404255,5
4824,M,25-34,executive/managerial,55411,227,1,3.7709251101321586,5
4825,M,25-34,technician/engineer,94602,49,2,3.938775510204082,5
4826,M,45-49,programmer,55436,163,1,3.754601226993865,5
4827,M,35-44,other,13045,72,1,3.375,5
4828,F,18-24,writer,60194,100,1,3.62,5
4829,M,25-34,other,20008,323,1,3.780185758513932,5
4830,M,Under 18,K-12 student,55317,114,1,3.5350877192982457,5
4831,F,25-34,academic/educator,04210,237,1,4.10126582278481,5
4832,M,25-34,sales/marketing,17857,131,1,3.7709923664122136,5
4833,M,35-44,self-employed,81321,81,1,4.037037037037037,5
4834,F,45-49,homemaker,03862,280,1,3.6285714285714286,5
4835,M,25-34,writer,14450,83,1,3.7228915662650603,5
4836,F,45-49,self-employed,04074,65,1,3.476923076923077,5
4837,M,25-34,customer service,46254,328,1,3.274390243902439,5
4838,M,45-49,academic/educator,48309,39,2,3.8205128205128207,5
4839,F,50-55,doctor/health care,95014,23,1,3.0434782608695654,5
4840,F,45-49,doctor/health care,63135,72,1,3.736111111111111,5
4841,M,25-34,programmer,94114,92,1,3.641304347826087,5
4842,F,35-44,academic/educator,23062,69,1,4.0,5
4843,M,56+,academic/educator,04032,116,1,4.068965517241379,5
4844,M,45-49,executive/managerial,03840,29,2,3.9655172413793105,5
4845,F,25-34,academic/educator,55413,153,1,3.9411764705882355,5
4846,F,25-34,artist,90066,30,1,3.5,5
4847,M,25-34,programmer,94131,72,2,4.013888888888889,5
4848,F,35-44,doctor/health care,54971,54,1,3.8518518518518516,5
4849,F,18-24,college/grad student,44515,157,2,3.9936305732484074,5
4850,F,45-49,clerical/admin,44555,37,1,4.0,5
4851,M,18-24,technician/engineer,44406,24,3,3.6666666666666665,5
4852,M,35-44,other,42025,243,1,3.7613168724279835,5
4853,M,25-34,executive/managerial,55346,38,2,4.105263157894737,5
4854,F,50-55,retired,03851,164,1,3.798780487804878,5
4855,M,25-34,programmer,90034,219,1,3.0228310502283104,5
4856,M,25-34,executive/managerial,94110,79,1,3.7468354430379747,5
4857,M,25-34,sales/marketing,23434,61,1,3.262295081967213,5
4858,M,25-34,academic/educator,04086,113,1,4.04424778761062,5
4859,F,18-24,sales/marketing,50401,43,1,4.232558139534884,5
4860,M,25-34,artist,60640,48,1,3.8958333333333335,5
4861,M,25-34,college/grad student,04309,197,1,3.8426395939086295,5
4862,M,25-34,other,94086,94,2,3.478723404255319,5
4863,F,25-34,homemaker,84037,31,1,3.5806451612903225,5
4864,M,18-24,writer,63132,33,2,4.181818181818182,5
4865,F,35-44,sales/marketing,02130,246,1,3.3821138211382116,5
4866,M,56+,programmer,04085,75,1,4.026666666666666,5
4867,M,25-34,self-employed,04101,622,1,3.8215434083601285,5
4868,M,35-44,technician/engineer,03820,179,1,3.7094972067039107,5
4869,F,45-49,doctor/health care,04578,285,1,3.3263157894736843,5
4870,F,35-44,clerical/admin,04108,116,1,3.689655172413793,5
4871,M,18-24,programmer,04096,21,2,4.0,5
4872,M,45-49,academic/educator,03909,41,1,3.5365853658536586,5
4873,M,56+,lawyer,13760,28,1,4.214285714285714,5
4874,F,25-34,college/grad student,70808,31,3,4.387096774193548,5
4875,M,35-44,other,97403,100,1,3.93,5
4876,F,35-44,technician/engineer,98201,36,3,4.055555555555555,5
4877,M,25-34,college/grad student,94703,95,1,3.7157894736842105,5
4878,M,50-55,college/grad student,94070,43,1,3.604651162790698,5
4879,M,25-34,clerical/admin,60626,467,1,3.45610278372591,5
4880,F,45-49,homemaker,95030,21,1,3.761904761904762,5
4881,M,45-49,self-employed,55406,22,3,3.9545454545454546,5
4882,M,45-49,lawyer,03301,203,1,4.029556650246305,5
4883,F,Under 18,K-12 student,02906,50,1,2.84,5
4884,M,35-44,sales/marketing,90266,388,1,3.884020618556701,5
4885,M,56+,academic/educator,23513,30,3,4.466666666666667,5
4886,F,35-44,technician/engineer,92509,102,1,3.9901960784313726,5
4887,M,18-24,artist,19072,420,1,3.392857142857143,5
4888,F,56+,other,08055,299,1,4.344481605351171,5
4889,M,18-24,college/grad student,63108,262,2,4.347328244274809,5
4890,F,25-34,academic/educator,79928,171,1,3.4210526315789473,5
4891,M,35-44,technician/engineer,94132,28,1,3.7857142857142856,5
4892,M,25-34,programmer,55405,120,1,3.175,5
4893,M,25-34,technician/engineer,48092,90,1,3.933333333333333,5
4894,M,35-44,executive/managerial,14607,41,1,3.902439024390244,5
4895,F,25-34,clerical/admin,52001,68,3,4.132352941176471,5
4896,M,35-44,doctor/health care,84103,41,1,3.073170731707317,5
4897,M,35-44,self-employed,16844,400,1,3.35,5
4898,M,25-34,academic/educator,27713,239,2,4.167364016736402,5
4899,M,25-34,programmer,94402,245,1,3.6653061224489796,5
4900,M,25-34,writer,33626,23,1,4.086956521739131,5
4901,M,25-34,executive/managerial,11228,191,1,3.816753926701571,5
4902,M,35-44,sales/marketing,84057,135,1,3.5481481481481483,5
4903,M,35-44,programmer,95952,55,1,4.0181818181818185,5
4904,M,50-55,scientist,63121,404,2,4.561881188118812,5
4905,F,45-49,academic/educator,60417,100,1,3.39,5
4906,M,50-55,technician/engineer,49506,241,2,3.912863070539419,5
4907,F,50-55,executive/managerial,55082,184,1,3.4293478260869565,5
4908,M,35-44,scientist,85282,114,2,3.9649122807017543,5
4909,F,35-44,programmer,94014,138,1,3.760869565217391,5
4910,M,18-24,programmer,84041,50,1,3.6,5
4911,F,25-34,other,55421,81,1,3.382716049382716,5
4912,F,50-55,writer,98115,22,2,4.0,5
4913,F,25-34,academic/educator,970025,45,1,3.8,5
4914,F,25-34,academic/educator,02453,52,1,3.8461538461538463,5
4915,M,25-34,programmer,91423,107,1,3.6261682242990654,5
4916,M,18-24,writer,85054,170,1,2.088235294117647,5
4917,M,45-49,other,27312,238,1,3.495798319327731,5
4918,F,18-24,programmer,84107,301,1,3.4219269102990033,5
4919,M,18-24,other,84058,37,2,4.081081081081081,5
4920,M,35-44,academic/educator,02144,50,1,4.06,5
4921,F,25-34,scientist,92507,207,1,4.21256038647343,5
4922,M,18-24,technician/engineer,98121,191,1,3.7591623036649215,5
4923,M,45-49,tradesman/craftsman,99826,32,1,3.75,5
4924,F,35-44,other,99801,41,2,4.024390243902439,5
4925,F,35-44,doctor/health care,55401,42,3,4.761904761904762,5
4926,M,Under 18,K-12 student,55616,23,2,3.5217391304347827,5
4927,M,45-49,other,97520,126,2,3.984126984126984,5
4928,F,25-34,clerical/admin,92103,329,1,3.2613981762917934,5
4929,M,45-49,academic/educator,63105,42,1,4.214285714285714,5
4930,M,50-55,technician/engineer,63033,96,2,4.0,5
4931,M,50-55,technician/engineer,90031,80,2,4.2125,5
4932,M,25-34,executive/managerial,63303,332,1,3.8463855421686746,5
4933,M,25-34,scientist,94040,302,1,3.622516556291391,5
4934,F,25-34,other,55108,179,1,3.212290502793296,5
4935,M,35-44,technician/engineer,62958,22,1,3.5,5
4936,F,18-24,college/grad student,63144,40,1,3.95,5
4937,M,35-44,other,02108,214,2,4.121495327102804,5
4938,F,18-24,college/grad student,55406,37,2,3.5945945945945947,5
4939,M,25-34,executive/managerial,63105,174,1,3.7126436781609193,5
4940,F,50-55,lawyer,94102,284,1,3.890845070422535,5
4941,M,56+,writer,44281,34,1,3.411764705882353,5
4942,M,45-49,programmer,40515,276,1,3.568840579710145,5
4943,F,50-55,other,55401,21,1,4.0476190476190474,5
4944,M,50-55,technician/engineer,14568,22,1,4.363636363636363,5
4945,M,50-55,other,62234,144,2,3.8125,5
4946,F,35-44,academic/educator,91106,257,1,3.7976653696498053,5
4947,M,35-44,technician/engineer,90035,100,1,4.25,5
4948,M,45-49,artist,94618,507,1,3.171597633136095,5
4949,M,18-24,college/grad student,55104,38,1,4.078947368421052,5
4950,M,25-34,self-employed,55421,474,1,3.5654008438818567,5
4951,F,35-44,technician/engineer,90291,312,1,3.717948717948718,5
4952,F,25-34,sales/marketing,48067,100,1,3.67,5
4953,M,35-44,programmer,55082,217,1,3.7972350230414746,5
4954,M,45-49,other,92679,122,1,3.1885245901639343,5
4955,M,56+,retired,55804,28,3,4.142857142857143,5
4956,M,35-44,scientist,77007,253,1,3.802371541501976,5
4957,M,25-34,artist,48197,744,1,3.185483870967742,5
4958,M,18-24,executive/managerial,55403,451,1,3.425720620842572,5
4959,M,25-34,technician/engineer,23454,188,1,4.159574468085107,5
4960,M,56+,academic/educator,55116,75,2,4.173333333333333,5
4961,M,25-34,executive/managerial,46220,177,1,3.2768361581920904,5
4962,M,25-34,doctor/health care,55439,217,1,3.834101382488479,5
4963,M,45-49,technician/engineer,94931,114,1,3.6491228070175437,5
4964,M,35-44,other,94110,403,1,3.5384615384615383,5
4965,M,Under 18,K-12 student,63123-1507,144,1,3.111111111111111,5
4966,M,50-55,sales/marketing,55407,48,1,3.7708333333333335,5
4967,M,18-24,college/grad student,94708,104,1,3.9326923076923075,5
4968,F,50-55,writer,95404,28,3,4.357142857142857,5
4969,M,18-24,unemployed,94111,29,1,3.1724137931034484,5
4970,F,25-34,programmer,94526,29,1,3.6206896551724137,5
4971,M,35-44,executive/managerial,94086,28,2,4.071428571428571,5
4972,M,35-44,other,95118,329,1,3.4103343465045595,5
4973,F,56+,artist,949702,149,1,3.6442953020134228,5
4974,M,35-44,writer,94131,28,1,3.107142857142857,5
4975,M,35-44,other,90065,175,1,3.7714285714285714,5
4976,M,25-34,lawyer,65775,58,1,3.3620689655172415,5
4977,M,25-34,college/grad student,92507,183,1,3.087431693989071,5
4978,M,35-44,sales/marketing,68108,72,1,3.6944444444444446,5
4979,M,35-44,artist,55423,882,1,2.9705215419501134,5
4980,M,25-34,academic/educator,55403,213,2,3.568075117370892,5
4981,M,50-55,academic/educator,55406,307,1,4.052117263843648,5
4982,M,25-34,programmer,63043,37,2,4.621621621621622,5
4983,F,45-49,self-employed,55116,143,1,3.937062937062937,5
4984,M,35-44,other,55405,205,1,3.341463414634146,5
4985,M,35-44,other,29063,152,1,3.7960526315789473,5
4986,M,18-24,programmer,55401,27,3,4.37037037037037,5
4987,F,56+,farmer,90210,52,1,3.519230769230769,5
4988,M,25-34,technician/engineer,55105,26,1,3.8461538461538463,5
4989,M,25-34,other,55121,77,2,3.883116883116883,5
4990,F,25-34,college/grad student,55407,61,2,4.278688524590164,5
4991,F,56+,sales/marketing,91791,20,1,3.45,5
4992,F,25-34,artist,55106,21,2,3.857142857142857,5
4993,M,45-49,technician/engineer,54022,47,1,3.851063829787234,5
4994,M,45-49,technician/engineer,56001,135,2,4.274074074074074,5
4995,M,50-55,writer,55419,356,2,3.457865168539326,5
4996,M,35-44,executive/managerial,94550,28,1,3.9642857142857144,5
4997,M,Under 18,K-12 student,90210,56,1,3.2142857142857144,5
4998,F,18-24,college/grad student,48433,79,1,4.0886075949367084,5
4999,F,56+,retired,92407,68,1,4.0,5
5000,M,25-34,college/grad student,46254,401,1,4.321695760598503,5
5001,F,25-34,artist,63119,225,1,4.097777777777778,5
5002,M,25-34,technician/engineer,90505,265,1,3.4113207547169813,5
5003,M,35-44,programmer,49508,33,3,4.515151515151516,5
5004,F,56+,academic/educator,90402,41,1,3.8048780487804876,5
5005,M,45-49,self-employed,92807,429,1,3.393939393939394,5
5006,M,35-44,clerical/admin,48827,45,3,4.377777777777778,5
5007,F,18-24,college/grad student,91030,23,2,4.434782608695652,5
5008,M,25-34,writer,60615,209,1,4.167464114832536,5
5009,F,45-49,self-employed,65441,63,1,4.079365079365079,5
5010,M,45-49,scientist,63119,52,1,4.096153846153846,5
5011,M,18-24,college/grad student,64154,559,1,3.92128801431127,5
5012,M,50-55,scientist,48103,20,2,3.4,5
5013,M,18-24,college/grad student,26241,70,2,3.9285714285714284,5
5014,M,45-49,other,92626,144,1,3.3402777777777777,5
5015,M,35-44,doctor/health care,92672,644,1,3.950310559006211,5
5016,F,35-44,academic/educator,89447,96,1,2.96875,5
5017,M,35-44,programmer,91104,39,2,4.128205128205129,5
5018,F,56+,programmer,90290,247,1,4.008097165991903,5
5019,M,25-34,executive/managerial,10025,177,1,3.3220338983050848,5
5020,F,56+,retired,90241,109,1,3.761467889908257,5
5021,M,50-55,doctor/health care,90504,185,1,3.3675675675675674,5
5022,M,35-44,executive/managerial,91001,35,2,4.314285714285714,5
5023,M,35-44,writer,91505,120,1,3.341666666666667,5
5024,F,45-49,academic/educator,14618,77,2,3.857142857142857,5
5025,M,25-34,writer,60615,125,1,4.176,5
5026,M,25-34,technician/engineer,92584,874,1,2.85812356979405,5
5027,F,25-34,sales/marketing,05345,20,1,3.5,5
5028,M,25-34,programmer,92404,23,2,3.652173913043478,5
5029,M,25-34,college/grad student,70115,160,1,3.45625,5
5030,M,18-24,academic/educator,70006,28,1,3.7857142857142856,5
5031,F,25-34,college/grad student,89431,61,1,4.131147540983607,5
5032,M,18-24,technician/engineer,02139,103,2,3.912621359223301,5
5033,F,56+,retired,60506,48,2,4.395833333333333,5
5034,F,25-34,scientist,62901,141,2,3.9574468085106385,5
5035,F,25-34,technician/engineer,19810,249,2,3.7670682730923697,5
5036,M,35-44,executive/managerial,14850,48,1,3.0,5
5037,M,35-44,programmer,11375,105,2,3.9714285714285715,5
5038,M,25-34,writer,10010,210,1,3.638095238095238,5
5039,F,35-44,college/grad student,97068,360,1,2.202777777777778,5
5040,M,45-49,programmer,44312,111,1,3.8378378378378377,5
5041,F,45-49,doctor/health care,60031,114,1,4.2105263157894735,5
5042,F,18-24,artist,55408,368,1,3.472826086956522,5
5043,F,18-24,doctor/health care,92145,25,3,4.2,5
5044,F,35-44,doctor/health care,23507,137,1,4.087591240875913,5
5045,M,35-44,other,43081,34,1,3.176470588235294,5
5046,M,25-34,self-employed,60614,868,1,3.6497695852534564,5
5047,M,45-49,doctor/health care,23452,319,1,3.523510971786834,5
5048,F,35-44,executive/managerial,30350,89,1,4.382022471910112,5
5049,M,25-34,programmer,60613,192,2,4.046875,5
5050,F,18-24,college/grad student,11024,85,1,3.988235294117647,5
5051,F,50-55,executive/managerial,11771,30,1,3.7333333333333334,5
5052,M,35-44,self-employed,02536,21,2,4.190476190476191,5
5053,M,25-34,college/grad student,84111,231,1,3.8225108225108224,5
5054,M,35-44,artist,20818,715,1,3.3384615384615386,5
5055,F,35-44,self-employed,97330,42,2,3.6904761904761907,5
5056,M,45-49,academic/educator,16673,194,3,4.479381443298969,5
5057,M,50-55,executive/managerial,84093,74,2,3.554054054054054,5
5058,M,56+,technician/engineer,84121,47,2,4.340425531914893,5
5059,M,45-49,self-employed,22652,136,1,3.5588235294117645,5
5060,M,45-49,technician/engineer,84109-2001,81,2,4.0,5
5061,F,18-24,unemployed,05070,211,1,3.6492890995260665,5
5062,M,50-55,self-employed,65401,24,2,4.208333333333333,5
5063,F,Under 18,K-12 student,22801,113,1,3.849557522123894,5
5064,M,18-24,college/grad student,43215,99,1,4.070707070707071,5
5065,M,25-34,sales/marketing,28715,265,1,3.6830188679245284,5
5066,F,25-34,academic/educator,23603,33,1,4.121212121212121,5
5067,M,56+,retired,97520,35,1,4.142857142857143,5
5068,M,35-44,executive/managerial,19004,55,3,4.054545454545455,5
5069,F,56+,other,95062,25,4,4.76,5
5070,M,25-34,artist,55344,488,1,3.5471311475409837,5
5071,F,25-34,executive/managerial,75093,81,3,4.1234567901234565,5
5072,M,45-49,technician/engineer,97330,59,2,4.271186440677966,5
5073,M,56+,artist,93950,25,3,4.52,5
5074,M,Under 18,other,20132,761,1,3.433639947437582,5
5075,M,50-55,doctor/health care,97470,58,1,4.258620689655173,5
5076,M,25-34,clerical/admin,19147,109,2,3.4403669724770642,5
5077,M,25-34,artist,20037,424,1,3.5919811320754715,5
5078,M,45-49,executive/managerial,19067,60,1,3.966666666666667,5
5079,M,25-34,college/grad student,70003,63,1,3.4285714285714284,5
5080,F,50-55,programmer,95472,69,1,4.0,5
5081,F,18-24,college/grad student,19102,101,1,3.801980198019802,5
5082,M,35-44,academic/educator,23185,232,1,3.7672413793103448,5
5083,M,25-34,college/grad student,16803,285,1,3.557894736842105,5
5084,M,18-24,college/grad student,10013,266,1,2.8496240601503757,5
5085,M,56+,technician/engineer,75225,221,1,4.411764705882353,5
5086,M,25-34,academic/educator,23462,161,1,3.968944099378882,5
5087,F,25-34,doctor/health care,19102,296,1,3.5135135135135136,5
5088,M,25-34,technician/engineer,38111,31,2,4.193548387096774,5
5089,F,35-44,self-employed,77027,33,1,3.909090909090909,5
5090,F,35-44,unemployed,75069,420,1,4.15,5
5091,M,25-34,technician/engineer,19810,304,1,3.75,5
5092,M,56+,sales/marketing,18954,71,2,4.056338028169014,5
5093,M,50-55,executive/managerial,19047,49,1,3.7551020408163267,5
5094,M,18-24,K-12 student,67206,59,2,4.440677966101695,5
5095,F,35-44,academic/educator,23508,43,3,4.488372093023256,5
5096,M,25-34,lawyer,75206,268,1,3.4440298507462686,5
5097,M,56+,self-employed,19131,133,1,3.992481203007519,5
5098,M,50-55,executive/managerial,19380,197,1,3.1522842639593907,5
5099,M,18-24,other,02780,203,1,3.8916256157635467,5
5100,M,50-55,doctor/health care,193122042,853,1,4.180539273153576,5
5101,M,25-34,other,90069,49,1,2.489795918367347,5
5102,M,25-34,programmer,90240,144,2,4.520833333333333,5
5103,F,35-44,self-employed,78222,305,1,4.340983606557377,5
5104,M,35-44,writer,19108,54,2,4.2407407407407405,5
5105,M,50-55,executive/managerial,18977,98,1,3.1122448979591835,5
5106,F,35-44,academic/educator,19348,74,1,3.864864864864865,5
5107,F,45-49,other,08081,606,1,3.2095709570957096,5
5108,F,25-34,homemaker,93940,371,1,3.38544474393531,5
5109,F,45-49,doctor/health care,19802,131,1,3.7404580152671754,5
5110,M,35-44,scientist,78250,25,2,4.32,5
5111,M,35-44,artist,78006,800,1,3.63375,5
5112,M,35-44,retired,89128,317,1,3.056782334384858,5
5113,M,25-34,other,55408,546,1,2.542124542124542,5
5114,F,Under 18,K-12 student,22932,149,1,3.7651006711409396,5
5115,M,56+,programmer,02143,40,2,4.375,5
5116,M,35-44,doctor/health care,95521,21,2,4.333333333333333,5
5117,F,25-34,other,70118,21,1,3.142857142857143,5
5118,M,Under 18,K-12 student,95123,120,1,3.05,5
5119,F,25-34,other,10011,24,1,3.9166666666666665,5
5120,M,50-55,executive/managerial,80302,193,1,3.756476683937824,5
5121,M,25-34,executive/managerial,91608,162,1,3.450617283950617,5
5122,M,25-34,other,20009,23,3,4.478260869565218,5
5123,M,50-55,programmer,34761,102,1,3.284313725490196,5
5124,M,35-44,artist,20818,268,2,3.529850746268657,5
5125,M,45-49,other,10016,34,1,4.235294117647059,5
5126,M,25-34,lawyer,02453,142,2,3.964788732394366,5
5127,M,45-49,customer service,98502,51,1,3.196078431372549,5
5128,M,50-55,executive/managerial,94709,95,1,3.863157894736842,5
5129,M,45-49,technician/engineer,40515,110,1,3.790909090909091,5
5130,F,50-55,academic/educator,33149,28,1,4.392857142857143,5
5131,F,25-34,academic/educator,77707,394,1,3.4035532994923856,5
5132,M,35-44,executive/managerial,77565,58,1,4.344827586206897,5
5133,M,18-24,lawyer,10028,65,1,3.076923076923077,5
5134,M,25-34,technician/engineer,95014,95,1,3.7157894736842105,5
